2020-12-28 00:45:12.554 [main] INFO  ru.kamuzta.somafactorymanager.Main - Начало работы программы!!!
2020-12-28 00:45:35.982 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #3481 переведен из QUEUED в INPROGRESS
2020-12-28 00:45:36.082 [main] INFO  ru.kamuzta.somafactorymanager.Order - Состояние заказа #3481 переведено из QUEUED в INPROGRESS
2020-12-28 00:45:43.305 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #3481 переведен из INPROGRESS в COMPLETED
2020-12-28 00:45:43.305 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Ролик из заказа #3481 произведен на станке #4
2020-12-28 00:45:43.316 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #7528 переведен из QUEUED в INPROGRESS
2020-12-28 00:45:49.685 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #7528 переведен из INPROGRESS в COMPLETED
2020-12-28 00:45:49.686 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Ролик из заказа #7528 произведен на станке #4
2020-12-28 00:45:50.187 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Состояние станка #4 переведено из ON в OFF
2020-12-28 00:45:51.202 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Произведена смена сырья с NTC44 на NTC48
2020-12-28 00:45:51.216 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #9252 переведен из QUEUED в INPROGRESS
2020-12-28 00:45:55.348 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #9252 переведен из INPROGRESS в COMPLETED
2020-12-28 00:45:55.349 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Ролик из заказа #9252 произведен на станке #3
2020-12-28 00:45:55.359 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #7528 переведен из QUEUED в INPROGRESS
2020-12-28 00:46:05.293 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #7528 переведен из INPROGRESS в COMPLETED
2020-12-28 00:46:05.294 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Ролик из заказа #7528 произведен на станке #3
2020-12-28 00:46:05.794 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Состояние станка #3 переведено из ON в OFF
2020-12-28 00:46:05.805 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #9252 переведен из QUEUED в INPROGRESS
2020-12-28 00:46:15.249 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #9252 переведен из INPROGRESS в COMPLETED
2020-12-28 00:46:15.249 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Ролик из заказа #9252 произведен на станке #1
2020-12-28 00:46:15.261 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #2478 переведен из QUEUED в INPROGRESS
2020-12-28 00:46:21.760 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #2478 переведен из INPROGRESS в COMPLETED
2020-12-28 00:46:21.760 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Ролик из заказа #2478 произведен на станке #1
2020-12-28 00:46:22.262 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Состояние станка #1 переведено из ON в OFF
2020-12-28 00:46:23.263 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Произведена смена сырья с NTC58 на NTC48
2020-12-28 00:46:23.273 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #9252 переведен из QUEUED в INPROGRESS
2020-12-28 00:46:23.503 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #9252 переведен из INPROGRESS в COMPLETED
2020-12-28 00:46:23.504 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Ролик из заказа #9252 произведен на станке #10
2020-12-28 00:46:23.514 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #8743 переведен из QUEUED в INPROGRESS
2020-12-28 00:46:23.614 [main] INFO  ru.kamuzta.somafactorymanager.Order - Состояние заказа #8743 переведено из QUEUED в INPROGRESS
2020-12-28 00:46:33.588 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #8743 переведен из INPROGRESS в COMPLETED
2020-12-28 00:46:33.588 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Ролик из заказа #8743 произведен на станке #10
2020-12-28 00:46:33.598 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #3481 переведен из QUEUED в INPROGRESS
2020-12-28 00:46:38.595 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #3481 переведен из INPROGRESS в COMPLETED
2020-12-28 00:46:38.596 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Ролик из заказа #3481 произведен на станке #10
2020-12-28 00:46:38.606 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #7528 переведен из QUEUED в INPROGRESS
2020-12-28 00:46:42.068 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #7528 переведен из INPROGRESS в COMPLETED
2020-12-28 00:46:42.079 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Ролик из заказа #7528 произведен на станке #10
2020-12-28 00:46:42.581 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Состояние станка #10 переведено из ON в OFF
2020-12-28 00:46:43.582 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Произведена смена сырья с NTC55 на NTC44
2020-12-28 00:46:43.593 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #9252 переведен из QUEUED в INPROGRESS
2020-12-28 00:46:46.420 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #9252 переведен из INPROGRESS в COMPLETED
2020-12-28 00:46:46.420 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Ролик из заказа #9252 произведен на станке #9
2020-12-28 00:46:47.420 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Произведена смена сырья с NTC44 на NTC55
2020-12-28 00:46:47.430 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #8743 переведен из QUEUED в INPROGRESS
2020-12-28 00:46:55.028 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #8743 переведен из INPROGRESS в COMPLETED
2020-12-28 00:46:55.028 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Ролик из заказа #8743 произведен на станке #9
2020-12-28 00:46:56.029 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Произведена смена сырья с NTC55 на NTC48
2020-12-28 00:46:56.039 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #3481 переведен из QUEUED в INPROGRESS
2020-12-28 00:46:56.777 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #3481 переведен из INPROGRESS в COMPLETED
2020-12-28 00:46:56.777 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Ролик из заказа #3481 произведен на станке #9
2020-12-28 00:46:57.778 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Произведена смена сырья с NTC48 на NTC44
2020-12-28 00:46:57.788 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #7528 переведен из QUEUED в INPROGRESS
2020-12-28 00:47:02.497 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #7528 переведен из INPROGRESS в COMPLETED
2020-12-28 00:47:02.497 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Ролик из заказа #7528 произведен на станке #9
2020-12-28 00:47:03.499 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Произведена смена сырья с NTC44 на NTC48
2020-12-28 00:47:03.509 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #7528 переведен из QUEUED в INPROGRESS
2020-12-28 00:47:05.114 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #7528 переведен из INPROGRESS в COMPLETED
2020-12-28 00:47:05.114 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Ролик из заказа #7528 произведен на станке #9
2020-12-28 00:47:06.115 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Произведена смена сырья с NTC48 на NTC44
2020-12-28 00:47:06.125 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #7528 переведен из QUEUED в INPROGRESS
2020-12-28 00:47:07.491 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #7528 переведен из INPROGRESS в COMPLETED
2020-12-28 00:47:07.491 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Ролик из заказа #7528 произведен на станке #9
2020-12-28 00:47:07.991 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Состояние станка #9 переведено из ON в OFF
2020-12-28 00:47:08.991 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Произведена смена сырья с NTC48 на NTC55
2020-12-28 00:47:09.001 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #9252 переведен из QUEUED в INPROGRESS
2020-12-28 00:47:12.664 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #9252 переведен из INPROGRESS в COMPLETED
2020-12-28 00:47:12.664 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Ролик из заказа #9252 произведен на станке #8
2020-12-28 00:47:13.666 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Произведена смена сырья с NTC55 на NTC48
2020-12-28 00:47:13.676 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #8743 переведен из QUEUED в INPROGRESS
2020-12-28 00:47:19.672 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #8743 переведен из INPROGRESS в COMPLETED
2020-12-28 00:47:19.673 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Ролик из заказа #8743 произведен на станке #8
2020-12-28 00:47:20.674 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Произведена смена сырья с NTC48 на NTC55
2020-12-28 00:47:20.684 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #3481 переведен из QUEUED в INPROGRESS
2020-12-28 00:47:28.991 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #3481 переведен из INPROGRESS в COMPLETED
2020-12-28 00:47:28.991 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Ролик из заказа #3481 произведен на станке #8
2020-12-28 00:47:29.001 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #2478 переведен из QUEUED в INPROGRESS
2020-12-28 00:47:30.649 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #2478 переведен из INPROGRESS в COMPLETED
2020-12-28 00:47:30.649 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Ролик из заказа #2478 произведен на станке #8
2020-12-28 00:47:31.151 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Состояние станка #8 переведено из ON в OFF
2020-12-28 00:47:32.152 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Произведена смена сырья с NTC44 на NTC48
2020-12-28 00:47:32.162 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #9252 переведен из QUEUED в INPROGRESS
2020-12-28 00:47:39.515 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #9252 переведен из INPROGRESS в COMPLETED
2020-12-28 00:47:39.515 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Ролик из заказа #9252 произведен на станке #5
2020-12-28 00:47:39.526 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #8743 переведен из QUEUED в INPROGRESS
2020-12-28 00:47:42.679 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #8743 переведен из INPROGRESS в COMPLETED
2020-12-28 00:47:42.680 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Ролик из заказа #8743 произведен на станке #5
2020-12-28 00:47:43.680 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Произведена смена сырья с NTC48 на NTC44
2020-12-28 00:47:43.690 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #7528 переведен из QUEUED в INPROGRESS
2020-12-28 00:47:53.188 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #7528 переведен из INPROGRESS в COMPLETED
2020-12-28 00:47:53.289 [main] INFO  ru.kamuzta.somafactorymanager.Order - Состояние заказа #7528 переведено из INPROGRESS в COMPLETED
2020-12-28 00:47:53.289 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Ролик из заказа #7528 произведен на станке #5
2020-12-28 00:47:53.791 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Состояние станка #5 переведено из ON в OFF
2020-12-28 00:47:54.791 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Произведена смена сырья с NTC44 на NTC48
2020-12-28 00:47:54.801 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #9252 переведен из QUEUED в INPROGRESS
2020-12-28 00:47:59.268 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #9252 переведен из INPROGRESS в COMPLETED
2020-12-28 00:47:59.268 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Ролик из заказа #9252 произведен на станке #6
2020-12-28 00:48:00.268 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Произведена смена сырья с NTC48 на NTC55
2020-12-28 00:48:00.278 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #8743 переведен из QUEUED в INPROGRESS
2020-12-28 00:48:03.734 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #8743 переведен из INPROGRESS в COMPLETED
2020-12-28 00:48:03.734 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Ролик из заказа #8743 произведен на станке #6
2020-12-28 00:48:04.735 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Произведена смена сырья с NTC55 на NTC48
2020-12-28 00:48:04.745 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #3481 переведен из QUEUED в INPROGRESS
2020-12-28 00:48:14.732 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #3481 переведен из INPROGRESS в COMPLETED
2020-12-28 00:48:14.732 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Ролик из заказа #3481 произведен на станке #6
2020-12-28 00:48:15.732 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Произведена смена сырья с NTC48 на NTC44
2020-12-28 00:48:15.742 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #2478 переведен из QUEUED в INPROGRESS
2020-12-28 00:48:20.292 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #2478 переведен из INPROGRESS в COMPLETED
2020-12-28 00:48:20.293 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Ролик из заказа #2478 произведен на станке #6
2020-12-28 00:48:20.798 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Состояние станка #6 переведено из ON в OFF
2020-12-28 00:48:20.845 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #9252 переведен из QUEUED в INPROGRESS
2020-12-28 00:48:25.204 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #9252 переведен из INPROGRESS в COMPLETED
2020-12-28 00:48:25.304 [main] INFO  ru.kamuzta.somafactorymanager.Order - Состояние заказа #9252 переведено из INPROGRESS в COMPLETED
2020-12-28 00:48:25.304 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Ролик из заказа #9252 произведен на станке #7
2020-12-28 00:48:26.304 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Произведена смена сырья с NTC44 на NTC48
2020-12-28 00:48:26.314 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #8743 переведен из QUEUED в INPROGRESS
2020-12-28 00:48:29.948 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #8743 переведен из INPROGRESS в COMPLETED
2020-12-28 00:48:30.048 [main] INFO  ru.kamuzta.somafactorymanager.Order - Состояние заказа #8743 переведено из INPROGRESS в COMPLETED
2020-12-28 00:48:30.048 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Ролик из заказа #8743 произведен на станке #7
2020-12-28 00:48:31.048 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Произведена смена сырья с NTC48 на NTC55
2020-12-28 00:48:31.059 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #3481 переведен из QUEUED в INPROGRESS
2020-12-28 00:48:40.548 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #3481 переведен из INPROGRESS в COMPLETED
2020-12-28 00:48:40.657 [main] INFO  ru.kamuzta.somafactorymanager.Order - Состояние заказа #3481 переведено из INPROGRESS в COMPLETED
2020-12-28 00:48:40.658 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Ролик из заказа #3481 произведен на станке #7
2020-12-28 00:48:41.659 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Произведена смена сырья с NTC55 на NTC44
2020-12-28 00:48:41.669 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #2478 переведен из QUEUED в INPROGRESS
2020-12-28 00:48:47.566 [main] INFO  ru.kamuzta.somafactorymanager.Roll - Статус ролика из заказа #2478 переведен из INPROGRESS в COMPLETED
2020-12-28 00:48:47.693 [main] INFO  ru.kamuzta.somafactorymanager.Order - Состояние заказа #2478 переведено из INPROGRESS в COMPLETED
2020-12-28 00:48:47.693 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Ролик из заказа #2478 произведен на станке #7
2020-12-28 00:48:48.194 [main] INFO  ru.kamuzta.somafactorymanager.Machine - Состояние станка #7 переведено из ON в OFF
2020-12-28 00:48:48.695 [main] INFO  ru.kamuzta.somafactorymanager.Manager - Состояние цеха менеджера Andrey переведено из ON в OFF
2020-12-28 00:48:48.695 [main] INFO  ru.kamuzta.somafactorymanager.Main - ----------------------------

2020-12-28 00:48:48.696 [main] INFO  ru.kamuzta.somafactorymanager.Main - Machine #2 OFF Width:57 Paper: NTC48 Capacity(Free/InQueue/Full): 15000 / 0 / 15000
2020-12-28 00:48:48.697 [main] INFO  ru.kamuzta.somafactorymanager.Main - Machine #4 OFF Width:57 Paper: NTC44 Capacity(Free/InQueue/Full): 15000 / 0 / 15000
2020-12-28 00:48:48.697 [main] INFO  ru.kamuzta.somafactorymanager.Main - Machine #3 OFF Width:57 Paper: NTC48 Capacity(Free/InQueue/Full): 15000 / 0 / 15000
2020-12-28 00:48:48.698 [main] INFO  ru.kamuzta.somafactorymanager.Main - Machine #1 OFF Width:57 Paper: NTC44 Capacity(Free/InQueue/Full): 15000 / 0 / 15000
2020-12-28 00:48:48.699 [main] INFO  ru.kamuzta.somafactorymanager.Main - Machine #10 OFF Width:80 Paper: NTC48 Capacity(Free/InQueue/Full): 12000 / 0 / 12000
2020-12-28 00:48:48.699 [main] INFO  ru.kamuzta.somafactorymanager.Main - Machine #9 OFF Width:80 Paper: NTC44 Capacity(Free/InQueue/Full): 12000 / 0 / 12000
2020-12-28 00:48:48.700 [main] INFO  ru.kamuzta.somafactorymanager.Main - Machine #8 OFF Width:80 Paper: NTC55 Capacity(Free/InQueue/Full): 12000 / 0 / 12000
2020-12-28 00:48:48.701 [main] INFO  ru.kamuzta.somafactorymanager.Main - Machine #5 OFF Width:80 Paper: NTC44 Capacity(Free/InQueue/Full): 12000 / 0 / 12000
2020-12-28 00:48:48.702 [main] INFO  ru.kamuzta.somafactorymanager.Main - Machine #6 OFF Width:80 Paper: NTC44 Capacity(Free/InQueue/Full): 12000 / 0 / 12000
2020-12-28 00:48:48.703 [main] INFO  ru.kamuzta.somafactorymanager.Main - Machine #7 OFF Width:80 Paper: NTC44 Capacity(Free/InQueue/Full): 12000 / 0 / 12000
2020-12-28 00:48:48.703 [main] INFO  ru.kamuzta.somafactorymanager.Main - ----------------------------

2020-12-28 00:48:48.704 [main] INFO  ru.kamuzta.somafactorymanager.Main - Order #9252 COMPLETED 28.12.2021 00:45:13 Client: Komus Rolls:45476pcs Weight:35095,8kg
2020-12-28 00:48:48.706 [main] INFO  ru.kamuzta.somafactorymanager.Main - Order #8743 COMPLETED 28.12.2021 00:45:13 Client: deVente Rolls:33740pcs Weight:16793,9kg
2020-12-28 00:48:48.707 [main] INFO  ru.kamuzta.somafactorymanager.Main - Order #3481 COMPLETED 28.12.2021 00:45:13 Client: SamsonOpt Rolls:40669pcs Weight:23013,0kg
2020-12-28 00:48:48.710 [main] INFO  ru.kamuzta.somafactorymanager.Main - Order #7528 COMPLETED 28.12.2021 00:45:13 Client: Komus Rolls:37796pcs Weight:18605,6kg
2020-12-28 00:48:48.712 [main] INFO  ru.kamuzta.somafactorymanager.Main - Order #2478 COMPLETED 28.12.2021 00:45:13 Client: SamsonOpt Rolls:21533pcs Weight:17845,0kg
2020-12-28 00:48:48.712 [main] INFO  ru.kamuzta.somafactorymanager.Main - ----------------------------

2020-12-28 00:48:48.712 [main] INFO  ru.kamuzta.somafactorymanager.Main - Total Count of Rolls produced: 179214

2020-12-28 00:48:48.713 [main] INFO  ru.kamuzta.somafactorymanager.Main - Total Weight of Rolls produced: 111353.29

2020-12-28 00:48:48.713 [main] INFO  ru.kamuzta.somafactorymanager.Main - ----------------------------

